MUNICÍPIO,ESTADO,ISOPLETA
São José do Inhacorá,Rio Grande do Sul,45
São José do Norte,Rio Grande do Sul,45
São José do Ouro,Rio Grande do Sul,45
São José do Sul,Rio Grande do Sul,45
São José dos Ausentes,Rio Grande do Sul,45
São Leopoldo,Rio Grande do Sul,45
São Lourenço do Sul,Rio Grande do Sul,45
São Luiz Gonzaga,Rio Grande do Sul,45
São Marcos,Rio Grande do Sul,45
São Martinho,Rio Grande do Sul,45
São Martinho da Serra,Rio Grande do Sul,45
São Miguel das Missões,Rio Grande do Sul,45
São Nicolau,Rio Grande do Sul,45
São Paulo das Missões,Rio Grande do Sul,45
São Pedro da Serra,Rio Grande do Sul,45
São Pedro das Missões,Rio Grande do Sul,45
São Pedro do Butiá,Rio Grande do Sul,45
São Pedro do Sul,Rio Grande do Sul,45
São Sebastião do Caí,Rio Grande do Sul,45
São Sepé,Rio Grande do Sul,45
São Valentim,Rio Grande do Sul,45
São Valentim do Sul,Rio Grande do Sul,45
São Valério do Sul,Rio Grande do Sul,45
São Vendelino,Rio Grande do Sul,45
São Vicente do Sul,Rio Grande do Sul,45
Sapiranga,Rio Grande do Sul,45
Sapucaia do Sul,Rio Grande do Sul,45
Sarandi,Rio Grande do Sul,45
Seberi,Rio Grande do Sul,45
Sede Nova,Rio Grande do Sul,45
Segredo,Rio Grande do Sul,45
Selbach,Rio Grande do Sul,45
Senador Salgado Filho,Rio Grande do Sul,45
Sentinela do Sul,Rio Grande do Sul,45
Serafina Corrêa,Rio Grande do Sul,45
Sério,Rio Grande do Sul,45
Sertão,Rio Grande do Sul,45
Sertão Santana,Rio Grande do Sul,45
Sete de Setembro,Rio Grande do Sul,45
Severiano de Almeida,Rio Grande do Sul,45
Silveira Martins,Rio Grande do Sul,45
Sinimbu,Rio Grande do Sul,45
Sobradinho,Rio Grande do Sul,45
Soledade,Rio Grande do Sul,45
Tabaí,Rio Grande do Sul,45
Tapejara,Rio Grande do Sul,45
Tapera,Rio Grande do Sul,45
Tapes,Rio Grande do Sul,45
Taquara,Rio Grande do Sul,45
Taquari,Rio Grande do Sul,45
Taquaruçu do Sul,Rio Grande do Sul,45
Tavares,Rio Grande do Sul,45
Tenente Portela,Rio Grande do Sul,
Terra de Areia,Rio Grande do Sul,45
Teutônia,Rio Grande do Sul,45
Tio Hugo,Rio Grande do Sul,45
Tiradentes do Sul,Rio Grande do Sul,
Toropi,Rio Grande do Sul,45
Torres,Rio Grande do Sul,45
Tramandaí,Rio Grande do Sul,45
Travesseiro,Rio Grande do Sul,45
Três Arroios,Rio Grande do Sul,45
Três Cachoeiras,Rio Grande do Sul,45
Três Coroas,Rio Grande do Sul,45
Três de Maio,Rio Grande do Sul,45
Três Forquilhas,Rio Grande do Sul,45
Três Palmeiras,Rio Grande do Sul,45
Três Passos,Rio Grande do Sul,
Trindade do Sul,Rio Grande do Sul,45
Triunfo,Rio Grande do Sul,45
Tucunduva,Rio Grande do Sul,45
Tunas,Rio Grande do Sul,45
Tupanci do Sul,Rio Grande do Sul,45
Tupanciretã,Rio Grande do Sul,45
Tupandi,Rio Grande do Sul,45
Tuparendi,Rio Grande do Sul,45
Turuçu,Rio Grande do Sul,45
Ubiretama,Rio Grande do Sul,45
União da Serra,Rio Grande do Sul,45
Unistalda,Rio Grande do Sul,45
Uruguaiana,Rio Grande do Sul,
Vacaria,Rio Grande do Sul,45
Vale do Sol,Rio Grande do Sul,45
Vale Real,Rio Grande do Sul,45
Vale Verde,Rio Grande do Sul,45
Vanini,Rio Grande do Sul,45
Venâncio Aires,Rio Grande do Sul,45
Vera Cruz,Rio Grande do Sul,45
Veranópolis,Rio Grande do Sul,45
Vespasiano Correa,Rio Grande do Sul,45
Viadutos,Rio Grande do Sul,45
Viamão,Rio Grande do Sul,45
Vicente Dutra,Rio Grande do Sul,45
Victor Graeff,Rio Grande do Sul,45
Vila Flores,Rio Grande do Sul,45
Vila Lângaro,Rio Grande do Sul,45
Vila Maria,Rio Grande do Sul,45
Vila Nova do Sul,Rio Grande do Sul,45
Vista Alegre,Rio Grande do Sul,45
Vista Alegre do Prata,Rio Grande do Sul,45
Vista Gaúcha,Rio Grande do Sul,
Vitória das Missões,Rio Grande do Sul,45
Westfalia,Rio Grande do Sul,45
Xangri-lá,Rio Grande do Sul,45
Alta Floresta D'oeste,Rondônia,30
Alto Alegre dos Parecis,Rondônia,30
Alto Paraíso,Rondônia,30
Alvorada D'oeste,Rondônia,30
Ariquemes,Rondônia,30
Buritis,Rondônia,30
Cabixi,Rondônia,30
Cacaulândia,Rondônia,30
Cacoal,Rondônia,30
Campo Novo de Rondônia,Rondônia,30
Candeias do Jamari,Rondônia,30
Castanheiras,Rondônia,30
Cerejeiras,Rondônia,30
Chupinguaia,Rondônia,30
Colorado do Oeste,Rondônia,30
Corumbiara,Rondônia,30
Costa Marques,Rondônia,30
Cujubim,Rondônia,30
Espigão D'oeste,Rondônia,30
Governador Jorge Teixeira,Rondônia,30
Guajará-mirim,Rondônia,30
Itapuã do Oeste,Rondônia,30
Jaru,Rondônia,30
Ji-paraná,Rondônia,30
Machadinho D'oeste,Rondônia,30
Ministro Andreazza,Rondônia,30
Mirante da Serra,Rondônia,30
Monte Negro,Rondônia,30
Nova Brasilândia D'oeste,Rondônia,30
Nova Mamoré,Rondônia,30
Nova União,Rondônia,30
Novo Horizonte do Oeste,Rondônia,30
Ouro Preto do Oeste,Rondônia,30
Parecis,Rondônia,30
Pimenta Bueno,Rondônia,30
Pimenteiras do Oeste,Rondônia,30
Porto Velho,Rondônia,30
Presidente Médici,Rondônia,30
Primavera de Rondônia,Rondônia,30
Rio Crespo,Rondônia,30
Rolim de Moura,Rondônia,30
Santa Luzia D'oeste,Rondônia,30
São Felipe D'oeste,Rondônia,30
São Francisco do Guaporé,Rondônia,30
São Miguel do Guaporé,Rondônia,30
Seringueiras,Rondônia,30
Teixeirópolis,Rondônia,30
Theobroma,Rondônia,30
Urupá,Rondônia,30
Vale do Anari,Rondônia,30
Vale do Paraíso,Rondônia,30
Vilhena,Rondônia,30
Alto Alegre,Roraima,35
Amajari,Roraima,35
Boa Vista,Roraima,35
Bonfim,Roraima,35
Cantá,Roraima,35
Caracaraí,Roraima,35
Caroebe,Roraima,35
Iracema,Roraima,35
Mucajaí,Roraima,35
Normandia,Roraima,35
Pacaraima,Roraima,35
Rorainópolis,Roraima,35
São João da Baliza,Roraima,35
São Luiz,Roraima,35
Uiramutã,Roraima,35
Abdon Batista,Santa Catarina,45
Abelardo Luz,Santa Catarina,45
Agrolândia,Santa Catarina,45
Agronômica,Santa Catarina,45
Água Doce,Santa Catarina,45
Águas de Chapecó,Santa Catarina,45
Águas Frias,Santa Catarina,45
Águas Mornas,Santa Catarina,45
Alfredo Wagner,Santa Catarina,45
Alto Bela Vista,Santa Catarina,45
Anchieta,Santa Catarina,50
Angelina,Santa Catarina,45
Anita Garibaldi,Santa Catarina,45
Anitápolis,Santa Catarina,45
Antônio Carlos,Santa Catarina,45
Apiúna,Santa Catarina,45
Arabutã,Santa Catarina,45
Araquari,Santa Catarina,45
Araranguá,Santa Catarina,45
Armazém,Santa Catarina,45
Arroio Trinta,Santa Catarina,45
Arvoredo,Santa Catarina,45
Ascurra,Santa Catarina,45
Atalanta,Santa Catarina,45
Aurora,Santa Catarina,45
Balneário Arroio do Silva,Santa Catarina,45
Balneário Barra do Sul,Santa Catarina,45
Balneário Camboriú,Santa Catarina,45
Balneário Gaivota,Santa Catarina,45
Balneário Piçarras,Santa Catarina,45
Balneario Rincão,Santa Catarina,45
Bandeirante,Santa Catarina,50
Barra Bonita,Santa Catarina,50
Barra Velha,Santa Catarina,45
Bela Vista do Toldo,Santa Catarina,45
Belmonte,Santa Catarina,50
Benedito Novo,Santa Catarina,45
Biguaçu,Santa Catarina,45
Blumenau,Santa Catarina,45
Bocaina do Sul,Santa Catarina,45
Bom Jardim da Serra,Santa Catarina,45
Bom Jesus,Santa Catarina,45
Bom Jesus do Oeste,Santa Catarina,50
Bom Retiro,Santa Catarina,45
Bombinhas,Santa Catarina,45
Botuverá,Santa Catarina,45
Braço do Norte,Santa Catarina,45
Braço do Trombudo,Santa Catarina,45
Brunópolis,Santa Catarina,45
Brusque,Santa Catarina,45
Caçador,Santa Catarina,45
Caibi,Santa Catarina,50
Calmon,Santa Catarina,45
Camboriú,Santa Catarina,45
Campo Alegre,Santa Catarina,45
Campo Belo do Sul,Santa Catarina,45
Campo Erê,Santa Catarina,50
Campos Novos,Santa Catarina,45
Canelinha,Santa Catarina,45
Canoinhas,Santa Catarina,45
Capão Alto,Santa Catarina,45
Capinzal,Santa Catarina,45
Capivari de Baixo,Santa Catarina,45
Catanduvas,Santa Catarina,45
Caxambu do Sul,Santa Catarina,45
Celso Ramos,Santa Catarina,45
Cerro Negro,Santa Catarina,45
Chapadão do Lageado,Santa Catarina,45
Chapecó,Santa Catarina,45
Cocal do Sul,Santa Catarina,45
Concórdia,Santa Catarina,45
Cordilheira Alta,Santa Catarina,45
Coronel Freitas,Santa Catarina,45
Coronel Martins,Santa Catarina,45
Correia Pinto,Santa Catarina,45
Corupá,Santa Catarina,45
Criciúma,Santa Catarina,45
Cunha Porã,Santa Catarina,50
Cunhataí,Santa Catarina,50
Curitibanos,Santa Catarina,45
Descanso,Santa Catarina,50
Dionísio Cerqueira,Santa Catarina,50
Dona Emma,Santa Catarina,45
Doutor Pedrinho,Santa Catarina,45
Entre Rios,Santa Catarina,45
Ermo,Santa Catarina,45
Erval Velho,Santa Catarina,45
Faxinal dos Guedes,Santa Catarina,45
Flor do Sertão,Santa Catarina,50
Florianópolis,Santa Catarina,45
Formosa do Sul,Santa Catarina,45
Forquilhinha,Santa Catarina,45
Fraiburgo,Santa Catarina,45
Frei Rogério,Santa Catarina,45
Galvão,Santa Catarina,45
Garopaba,Santa Catarina,45
Garuva,Santa Catarina,45
Gaspar,Santa Catarina,45
Governador Celso Ramos,Santa Catarina,45
Grão Pará,Santa Catarina,45
Gravatal,Santa Catarina,45
Guabiruba,Santa Catarina,45
Guaraciaba,Santa Catarina,50
Guaramirim,Santa Catarina,45
Guarujá do Sul,Santa Catarina,50
Guatambú,Santa Catarina,45
Herval D'oeste,Santa Catarina,45
Ibiam,Santa Catarina,45
Ibicaré,Santa Catarina,45
Ibirama,Santa Catarina,45
Içara,Santa Catarina,45
Ilhota,Santa Catarina,45
Imaruí,Santa Catarina,45
Imbituba,Santa Catarina,45
Imbuia,Santa Catarina,45
Indaial,Santa Catarina,45
Iomerê,Santa Catarina,45
Ipira,Santa Catarina,45
Iporã do Oeste,Santa Catarina,50
Ipuaçu,Santa Catarina,45
Ipumirim,Santa Catarina,45
Iraceminha,Santa Catarina,50
Irani,Santa Catarina,45
Irati,Santa Catarina,45
Irineópolis,Santa Catarina,45
Itá,Santa Catarina,45
Itaiópolis,Santa Catarina,45
Itajaí,Santa Catarina,45
Itapema,Santa Catarina,45
Itapiranga,Santa Catarina,50
Itapoá,Santa Catarina,45
Ituporanga,Santa Catarina,45
Jaborá,Santa Catarina,45
Jacinto Machado,Santa Catarina,45
Jaguaruna,Santa Catarina,45
Jaraguá do Sul,Santa Catarina,45
Jardinópolis,Santa Catarina,45
Joaçaba,Santa Catarina,45
Joinville,Santa Catarina,45
José Boiteux,Santa Catarina,45
Jupiá,Santa Catarina,45
Lacerdópolis,Santa Catarina,45
Lages,Santa Catarina,45
Laguna,Santa Catarina,45
Lajeado Grande,Santa Catarina,45
Laurentino,Santa Catarina,45
Lauro Muller,Santa Catarina,45
Lebon Régis,Santa Catarina,45
Leoberto Leal,Santa Catarina,45
Lindóia do Sul,Santa Catarina,45
Lontras,Santa Catarina,45
Luiz Alves,Santa Catarina,45
Luzerna,Santa Catarina,45
Macieira,Santa Catarina,45
Mafra,Santa Catarina,45
Major Gercino,Santa Catarina,45
Major Vieira,Santa Catarina,45
Maracajá,Santa Catarina,45
Maravilha,Santa Catarina,50
Marema,Santa Catarina,45
Massaranduba,Santa Catarina,45
Matos Costa,Santa Catarina,45
Meleiro,Santa Catarina,45
Mirim Doce,Santa Catarina,45
Modelo,Santa Catarina,50
Mondaí,Santa Catarina,50
Monte Carlo,Santa Catarina,45
Monte Castelo,Santa Catarina,45
Morro da Fumaça,Santa Catarina,45
Morro Grande,Santa Catarina,45
Navegantes,Santa Catarina,45
Nova Erechim,Santa Catarina,45
Nova Itaberaba,Santa Catarina,45
Nova Trento,Santa Catarina,45
Nova Veneza,Santa Catarina,45
Novo Horizonte,Santa Catarina,45
Orleans,Santa Catarina,45
Otacílio Costa,Santa Catarina,45
Ouro,Santa Catarina,45
Ouro Verde,Santa Catarina,45
Paial,Santa Catarina,45
Painel,Santa Catarina,45
Palhoça,Santa Catarina,45
Palma Sola,Santa Catarina,50
Palmeira,Santa Catarina,45
Palmitos,Santa Catarina,50
Papanduva,Santa Catarina,45
Paraíso,Santa Catarina,50
Passo de Torres,Santa Catarina,45
Passos Maia,Santa Catarina,45
Paulo Lopes,Santa Catarina,45
Pedras Grandes,Santa Catarina,45
Penha,Santa Catarina,45
Peritiba,Santa Catarina,45
Pescaria Brava,Santa Catarina,45
Petrolândia,Santa Catarina,45
Pinhalzinho,Santa Catarina,45
Pinheiro Preto,Santa Catarina,45
Piratuba,Santa Catarina,45
Planalto Alegre,Santa Catarina,45
Pomerode,Santa Catarina,45
Ponte Alta,Santa Catarina,45
Ponte Alta do Norte,Santa Catarina,45
Ponte Serrada,Santa Catarina,45
Porto Belo,Santa Catarina,45
Porto União,Santa Catarina,45
Pouso Redondo,Santa Catarina,45
Praia Grande,Santa Catarina,45
Presidente Castello Branco,Santa Catarina,45
Presidente Getúlio,Santa Catarina,45
Presidente Nereu,Santa Catarina,45
Princesa,Santa Catarina,50
Quilombo,Santa Catarina,45
Rancho Queimado,Santa Catarina,45
Rio das Antas,Santa Catarina,45
Rio do Campo,Santa Catarina,45
Rio do Oeste,Santa Catarina,45
Rio do Sul,Santa Catarina,45
Rio dos Cedros,Santa Catarina,45
Rio Fortuna,Santa Catarina,45
Rio Negrinho,Santa Catarina,45
Rio Rufino,Santa Catarina,45
Riqueza,Santa Catarina,50
Rodeio,Santa Catarina,45
Romelândia,Santa Catarina,50
Salete,Santa Catarina,45
Saltinho,Santa Catarina,50
Salto Veloso,Santa Catarina,45
Sangão,Santa Catarina,45
Santa Cecília,Santa Catarina,45
Santa Helena,Santa Catarina,50
Santa Rosa de Lima,Santa Catarina,45
Santa Rosa do Sul,Santa Catarina,45
Santa Terezinha,Santa Catarina,45
Santa Terezinha do Progresso,Santa Catarina,50
Santiago do Sul,Santa Catarina,45
Santo Amaro da Imperatriz,Santa Catarina,45
São Bento do Sul,Santa Catarina,45
São Bernardino,Santa Catarina,45
São Bonifácio,Santa Catarina,45
São Carlos,Santa Catarina,50
São Cristovão do Sul,Santa Catarina,45
São Domingos,Santa Catarina,45
São Francisco do Sul,Santa Catarina,45
São João Batista,Santa Catarina,45
São João do Itaperiú,Santa Catarina,45
São João do Oeste,Santa Catarina,50
São João do Sul,Santa Catarina,45
São Joaquim,Santa Catarina,45
São José,Santa Catarina,45
São José do Cedro,Santa Catarina,50
São José do Cerrito,Santa Catarina,45
São Lourenço do Oeste,Santa Catarina,45
São Ludgero,Santa Catarina,45
São Martinho,Santa Catarina,45
São Miguel da Boa Vista,Santa Catarina,50
São Miguel do Oeste,Santa Catarina,50
São Pedro de Alcântara,Santa Catarina,45
Saudades,Santa Catarina,50
Schroeder,Santa Catarina,45
Seara,Santa Catarina,45
Serra Alta,Santa Catarina,50
Siderópolis,Santa Catarina,45
Sombrio,Santa Catarina,45
Sul Brasil,Santa Catarina,45
Taió,Santa Catarina,45
Tangará,Santa Catarina,45
Tigrinhos,Santa Catarina,50
Tijucas,Santa Catarina,45
Timbé do Sul,Santa Catarina,45
Timbó,Santa Catarina,45
Timbó Grande,Santa Catarina,45
Três Barras,Santa Catarina,45
Treviso,Santa Catarina,45
Treze de Maio,Santa Catarina,45
Treze Tílias,Santa Catarina,45
Trombudo Central,Santa Catarina,45
Tubarão,Santa Catarina,45
Tunápolis,Santa Catarina,50
Turvo,Santa Catarina,45
União do Oeste,Santa Catarina,45
Urubici,Santa Catarina,45
Urupema,Santa Catarina,45
Urussanga,Santa Catarina,45
Vargeão,Santa Catarina,45
Vargem,Santa Catarina,45
Vargem Bonita,Santa Catarina,45
Vidal Ramos,Santa Catarina,45
Videira,Santa Catarina,45
Vitor Meireles,Santa Catarina,45
Witmarsum,Santa Catarina,45
Xanxerê,Santa Catarina,45
Xavantina,Santa Catarina,45
Xaxim,Santa Catarina,45
Zortéa,Santa Catarina,45
Adamantina,São Paulo,40
Adolfo,São Paulo,40
Aguaí,São Paulo,45
Águas da Prata,São Paulo,45
Águas de Lindóia,São Paulo,45
Águas de Santa Bárbara,São Paulo,40
Águas de São Pedro,São Paulo,45
Agudos,São Paulo,40
Alambari,São Paulo,40
Alfredo Marcondes,São Paulo,40
Altair,São Paulo,35
Altinópolis,São Paulo,35
Alto Alegre,São Paulo,40
Alumínio,São Paulo,40
Álvares Florence,São Paulo,35
Álvares Machado,São Paulo,40
Álvaro de Carvalho,São Paulo,40
Alvinlândia,São Paulo,40
Americana,São Paulo,45
Américo Brasiliense,São Paulo,45
Américo de Campos,São Paulo,35
Amparo,São Paulo,45
Analândia,São Paulo,45
Andradina,São Paulo,40
Angatuba,São Paulo,45
Anhembi,São Paulo,45
Anhumas,São Paulo,40
Aparecida,São Paulo,35
Aparecida D'oeste,São Paulo,40n/s
Apiaí,São Paulo,40
Araçariguama,São Paulo,45
Araçatuba,São Paulo,40
Araçoiaba da Serra,São Paulo,40
Aramina,São Paulo,35
Arandu,São Paulo,40
Arapeí,São Paulo,35
Araraquara,São Paulo,45
Araras,São Paulo,45
Arco-íris,São Paulo,40
Arealva,São Paulo,40
Areias,São Paulo,35
Areiópolis,São Paulo,40
Ariranha,São Paulo,35
Artur Nogueira,São Paulo,45
Arujá,São Paulo,40
Aspásia,São Paulo,40n/s
Assis,São Paulo,40
Atibaia,São Paulo,45
Auriflama,São Paulo,40
Avaí,São Paulo,40
Avanhandava,São Paulo,40
Avaré,São Paulo,40
Bady Bassitt,São Paulo,35
Balbinos,São Paulo,40
Bálsamo,São Paulo,40
Bananal,São Paulo,35
Barão de Antonina,São Paulo,40
Barbosa,São Paulo,40
Bariri,São Paulo,40
Barra Bonita,São Paulo,40
Barra do Chapéu,São Paulo,40
Barra do Turvo,São Paulo,40
Barretos,São Paulo,35
Barrinha,São Paulo,35
Barueri,São Paulo,40
Bastos,São Paulo,40
Batatais,São Paulo,35
Bauru,São Paulo,40
Bebedouro,São Paulo,35
Bento de Abreu,São Paulo,40
Bernardino de Campos,São Paulo,40
Bertioga,São Paulo,35
Bilac,São Paulo,40
Birigui,São Paulo,40
Biritiba-mirim,São Paulo,35
Boa Esperança do Sul,São Paulo,45
Bocaina,São Paulo,40
Bofete,São Paulo,45
Boituva,São Paulo,45
Bom Jesus dos Perdões,São Paulo,40
Bom Sucesso de Itararé,São Paulo,40
Borá,São Paulo,40
Boracéia,São Paulo,40
Borborema,São Paulo,40
Borebi,São Paulo,40
Botucatu,São Paulo,45
Bragança Paulista,São Paulo,45
Braúna,São Paulo,40
Brejo Alegre,São Paulo,40
Brodowski,São Paulo,35
Brotas,São Paulo,45
Buri,São Paulo,40
Buritama,São Paulo,40
Buritizal,São Paulo,35
Cabrália Paulista,São Paulo,40
Cabreúva,São Paulo,45
Caçapava,São Paulo,40
Cachoeira Paulista,São Paulo,35
Caconde,São Paulo,45
Cafelândia,São Paulo,40
Caiabu,São Paulo,40
Caieiras,São Paulo,45
Caiuá,São Paulo,45
Cajamar,São Paulo,45
Cajati,São Paulo,40
Cajobi,São Paulo,35
Cajuru,São Paulo,35
Campina do Monte Alegre,São Paulo,40
Campinas,São Paulo,45
Campo Limpo Paulista,São Paulo,45
Campos do Jordão,São Paulo,40
Campos Novos Paulista,São Paulo,40
Cananéia,São Paulo,40
Canas,São Paulo,35
Cândido Mota,São Paulo,40
Cândido Rodrigues,São Paulo,35
Canitar,São Paulo,40
Capão Bonito,São Paulo,40
Capela do Alto,São Paulo,45
Capivari,São Paulo,45
Caraguatatuba,São Paulo,35
Carapicuíba,São Paulo,40
Cardoso,São Paulo,35
Casa Branca,São Paulo,45
Cássia dos Coqueiros,São Paulo,35
Castilho,São Paulo,40
Catanduva,São Paulo,35
Catiguá,São Paulo,35
Cedral,São Paulo,35
Cerqueira César,São Paulo,40
Cerquilho,São Paulo,45
Cesário Lange,São Paulo,45
Charqueada,São Paulo,45
Chavantes,São Paulo,40
Clementina,São Paulo,40
Colina,São Paulo,35
Colômbia,São Paulo,35
Conchal,São Paulo,45
Conchas,São Paulo,45
Cordeirópolis,São Paulo,45
Coroados,São Paulo,40
Coronel Macedo,São Paulo,40
Corumbataí,São Paulo,45
Cosmópolis,São Paulo,45
Cosmorama,São Paulo,35
Cotia,São Paulo,40
Cravinhos,São Paulo,35
Cristais Paulista,São Paulo,35
Cruzália,São Paulo,45
Cruzeiro,São Paulo,35
Cubatão,São Paulo,35
Cunha,São Paulo,35
Descalvado,São Paulo,45
Diadema,São Paulo,40
Dirce Reis,São Paulo,40n/s
Divinolândia,São Paulo,45
Dobrada,São Paulo,45
Dois Córregos,São Paulo,45
Dolcinópolis,São Paulo,40n/s
Dourado,São Paulo,45
Dracena,São Paulo,40
Duartina,São Paulo,40
Dumont,São Paulo,35
Echaporã,São Paulo,40
Eldorado,São Paulo,40
Elias Fausto,São Paulo,45
Elisiário,São Paulo,35
Embaúba,São Paulo,35
Embu das Artes,São Paulo,40
Embu-guaçu,São Paulo,40
Emilianópolis,São Paulo,40
Engenheiro Coelho,São Paulo,45
Espírito Santo do Pinhal,São Paulo,45
Espírito Santo do Turvo,São Paulo,40
Estiva Gerbi,São Paulo,45
Estrela do Norte,São Paulo,45
Estrela D'oeste,São Paulo,35
Euclides da Cunha Paulista,São Paulo,45
Fartura,São Paulo,40
Fernando Prestes,São Paulo,35
Fernandópolis,São Paulo,35
Fernão,São Paulo,40
Ferraz de Vasconcelos,São Paulo,35
Flora Rica,São Paulo,40
Floreal,São Paulo,40
Flórida Paulista,São Paulo,40
Florínia,São Paulo,45
Franca,São Paulo,35
Francisco Morato,São Paulo,45
Franco da Rocha,São Paulo,45
Gabriel Monteiro,São Paulo,40
Gália,São Paulo,40
Garça,São Paulo,40
Gastão Vidigal,São Paulo,40
Gavião Peixoto,São Paulo,45
General Salgado,São Paulo,40
Getulina,São Paulo,40
Glicério,São Paulo,40
Guaiçara,São Paulo,40
Guaimbê,São Paulo,40
Guaíra,São Paulo,35
Guapiaçu,São Paulo,35
Guapiara,São Paulo,40
Guará,São Paulo,35
Guaraçaí,São Paulo,40
Guaraci,São Paulo,35
Guarani D'oeste,São Paulo,35
Guarantã,São Paulo,40
Guararapes,São Paulo,40
Guararema,São Paulo,40
Guaratinguetá,São Paulo,35
Guareí,São Paulo,45
Guariba,São Paulo,35
Guarujá,São Paulo,35
Guarulhos,São Paulo,45
Guatapará,São Paulo,35
Guzolândia,São Paulo,40
Herculândia,São Paulo,40
Holambra,São Paulo,45
Hortolândia,São Paulo,45
Iacanga,São Paulo,40
Iacri,São Paulo,40
Iaras,São Paulo,40
Ibaté,São Paulo,45
Ibirá,São Paulo,35
Ibirarema,São Paulo,40
Ibitinga,São Paulo,40
Ibiúna,São Paulo,40
Icém,São Paulo,35
Iepê,São Paulo,45
Igaraçu do Tietê,São Paulo,40
Igarapava,São Paulo,35
Igaratá,São Paulo,40
Iguape,São Paulo,40
Ilha Comprida,São Paulo,40
Ilha Solteira,São Paulo,40n/s
Ilhabela,São Paulo,35
Indaiatuba,São Paulo,45
Indiana,São Paulo,40
Indiaporã,São Paulo,35
Inúbia Paulista,São Paulo,40
Ipaussu,São Paulo,40
Iperó,São Paulo,45
Ipeúna,São Paulo,45
Ipiguá,São Paulo,35
Iporanga,São Paulo,40
Ipuã,São Paulo,35
Iracemápolis,São Paulo,45
Irapuã,São Paulo,35
Irapuru,São Paulo,40
Itaberá,São Paulo,40
Itaí,São Paulo,40
Itajobi,São Paulo,35
Itaju,São Paulo,40
Itanhaém,São Paulo,40
Itaóca,São Paulo,40
Itapecerica da Serra,São Paulo,40
Itapetininga,São Paulo,40
Itapeva,São Paulo,40
Itapevi,São Paulo,40
Itapira,São Paulo,45
Itapirapuã Paulista,São Paulo,40
Itápolis,São Paulo,40
Itaporanga,São Paulo,40
Itapuí,São Paulo,40
Itapura,São Paulo,40
Itaquaquecetuba,São Paulo,40
Itararé,São Paulo,40
Itariri,São Paulo,40
Itatiba,São Paulo,45
Itatinga,São Paulo,40
Itirapina,São Paulo,45
Itirapuã,São Paulo,35
Itobi,São Paulo,45
Itu,São Paulo,45
Itupeva,São Paulo,45
Ituverava,São Paulo,35
Jaborandi,São Paulo,35
Jaboticabal,São Paulo,35
Jacareí,São Paulo,40
Jaci,São Paulo,40
Jacupiranga,São Paulo,40
Jaguariúna,São Paulo,45
Jales,São Paulo,40n/s
Jambeiro,São Paulo,40
Jandira,São Paulo,40
Jardinópolis,São Paulo,35
Jarinu,São Paulo,45
Jaú,São Paulo,40
Jeriquara,São Paulo,35
Joanópolis,São Paulo,40
João Ramalho,São Paulo,40
José Bonifácio,São Paulo,40
Júlio Mesquita,São Paulo,40
Jumirim,São Paulo,45
Jundiaí,São Paulo,45
Junqueirópolis,São Paulo,40
Juquiá,São Paulo,40
Juquitiba,São Paulo,40
Lagoinha,São Paulo,35
Laranjal Paulista,São Paulo,45
Lavínia,São Paulo,40
Lavrinhas,São Paulo,35
Leme,São Paulo,45
Lençóis Paulista,São Paulo,40
Limeira,São Paulo,45
Lindóia,São Paulo,45
Lins,São Paulo,40
Lorena,São Paulo,35
Lourdes,São Paulo,40
Louveira,São Paulo,45
Lucélia,São Paulo,40
Lucianópolis,São Paulo,40
Luís Antônio,São Paulo,45
Luiziânia,São Paulo,40
Lupércio,São Paulo,40
Lutécia,São Paulo,40
Macatuba,São Paulo,40
Macaubal,São Paulo,40
Macedônia,São Paulo,35
Magda,São Paulo,40
Mairinque,São Paulo,40
Mairiporã,São Paulo,45
Manduri,São Paulo,40
Marabá Paulista,São Paulo,45
Maracaí,São Paulo,45
Marapoama,São Paulo,35
Mariápolis,São Paulo,40
Marília,São Paulo,40
Marinópolis,São Paulo,40n/s
Martinópolis,São Paulo,40
Matão,São Paulo,45
Mauá,São Paulo,35
Mendonça,São Paulo,40
Meridiano,São Paulo,35
Mesópolis,São Paulo,40n/s
Miguelópolis,São Paulo,35
Mineiros do Tietê,São Paulo,45
Mira Estrela,São Paulo,35
Miracatu,São Paulo,40
Mirandópolis,São Paulo,40
Mirante do Paranapanema,São Paulo,45
Mirassol,São Paulo,40
Mirassolândia,São Paulo,35
Mococa,São Paulo,35
Mogi das Cruzes,São Paulo,35
Mogi Guaçu,São Paulo,45
Mogi Mirim,São Paulo,45
Mombuca,São Paulo,45
Monções,São Paulo,40
Mongaguá,São Paulo,40
Monte Alegre do Sul,São Paulo,45
Monte Alto,São Paulo,35
Monte Aprazível,São Paulo,40
Monte Azul Paulista,São Paulo,35
Monte Castelo,São Paulo,40
Monte Mor,São Paulo,45
Monteiro Lobato,São Paulo,40
Morro Agudo,São Paulo,35
Morungaba,São Paulo,45
Motuca,São Paulo,45
Murutinga do Sul,São Paulo,40
Nantes,São Paulo,45
Narandiba,São Paulo,45
Natividade da Serra,São Paulo,35
Nazaré Paulista,São Paulo,40
Neves Paulista,São Paulo,40
Nhandeara,São Paulo,40
Nipoã,São Paulo,40
Nova Aliança,São Paulo,35
Nova Campina,São Paulo,40
Nova Canaã Paulista,São Paulo,40n/s
